#	type	id	pos_x	pos_y	n_mem	suc_prob
node	user	0	9131.65	943.282	11	0.998001
node	user	1	1821.77	2445.13	12	0.998001
node	user	2	1988.25	5937.42	10	0.998001
node	user	3	2979.48	2711.79	13	0.998001
node	user	4	5931.88	6017.89	11	0.998001
node	user	5	3729.48	5250.82	10	0.998001
node	user	6	221.245	6533.34	12	0.998001
node	user	7	494.615	8996.72	13	0.998001
node	user	8	7413.26	7085.25	10	0.998001
node	user	9	3111.59	8785.77	11	0.998001
node	repeater	10	5226.66	4832.17	12	0.998001
node	repeater	11	9941.77	736.029	10	0.998001
node	repeater	12	9256.33	7859.32	10	0.998001
node	repeater	13	9725.83	9027.5	12	0.998001
node	repeater	14	6541.93	1637.06	12	0.998001
node	repeater	15	8267.28	9896.98	14	0.998001
node	repeater	16	5781.17	5743.66	11	0.998001
node	repeater	17	4153.29	8747.12	11	0.998001
node	repeater	18	4515.7	7841.26	14	0.998001
node	repeater	19	9994.79	3594.62	12	0.998001
node	repeater	20	2089.9	5050.9	10	0.998001
node	repeater	21	2287.12	4482.26	11	0.998001
node	repeater	22	9658.01	9762.16	11	0.998001
node	repeater	23	4604.71	5963.18	11	0.998001
node	repeater	24	7922.61	4517.26	10	0.998001
node	repeater	25	7153.31	3945.49	10	0.998001
node	repeater	26	8060.07	9479.84	13	0.998001
node	repeater	27	8585.42	5062.2	10	0.998001
node	repeater	28	4129.43	9266.32	14	0.998001
node	repeater	29	7800.17	8509.79	11	0.998001

#	node_A	node_B	cap	de_rate
edge	0	6	10	0.0002
edge	0	10	12	0.0002
edge	0	11	12	0.0002
edge	0	14	11	0.0002
edge	0	18	10	0.0002
edge	0	19	13	0.0002
edge	0	21	14	0.0002
edge	0	25	13	0.0002
edge	1	3	13	0.0002
edge	1	7	11	0.0002
edge	1	11	14	0.0002
edge	1	17	11	0.0002
edge	1	20	10	0.0002
edge	1	21	12	0.0002
edge	1	23	11	0.0002
edge	1	25	10	0.0002
edge	1	28	12	0.0002
edge	2	5	10	0.0002
edge	2	6	14	0.0002
edge	2	9	11	0.0002
edge	2	14	12	0.0002
edge	2	20	12	0.0002
edge	2	21	13	0.0002
edge	2	23	11	0.0002
edge	2	27	11	0.0002
edge	2	28	14	0.0002
edge	2	29	14	0.0002
edge	3	4	11	0.0002
edge	3	11	13	0.0002
edge	3	12	12	0.0002
edge	3	17	10	0.0002
edge	3	20	13	0.0002
edge	3	24	10	0.0002
edge	3	25	10	0.0002
edge	3	27	13	0.0002
edge	3	29	14	0.0002
edge	4	5	13	0.0002
edge	4	6	12	0.0002
edge	4	8	13	0.0002
edge	4	9	10	0.0002
edge	4	10	14	0.0002
edge	4	13	11	0.0002
edge	4	14	10	0.0002
edge	4	15	14	0.0002
edge	4	18	12	0.0002
edge	4	20	10	0.0002
edge	4	22	12	0.0002
edge	4	25	11	0.0002
edge	4	26	12	0.0002
edge	4	27	12	0.0002
edge	4	28	12	0.0002
edge	5	9	10	0.0002
edge	5	16	10	0.0002
edge	5	20	12	0.0002
edge	5	21	13	0.0002
edge	5	23	13	0.0002
edge	5	29	10	0.0002
edge	6	7	11	0.0002
edge	6	8	13	0.0002
edge	6	15	12	0.0002
edge	6	16	12	0.0002
edge	6	17	10	0.0002
edge	6	18	10	0.0002
edge	6	20	11	0.0002
edge	6	23	12	0.0002
edge	6	28	11	0.0002
edge	7	9	11	0.0002
edge	7	15	10	0.0002
edge	7	16	14	0.0002
edge	7	28	13	0.0002
edge	8	12	12	0.0002
edge	8	18	11	0.0002
edge	8	20	11	0.0002
edge	8	23	14	0.0002
edge	8	24	13	0.0002
edge	8	25	11	0.0002
edge	8	27	11	0.0002
edge	8	28	11	0.0002
edge	9	15	13	0.0002
edge	9	17	13	0.0002
edge	9	18	10	0.0002
edge	9	20	10	0.0002
edge	9	21	11	0.0002
edge	9	26	13	0.0002
edge	9	28	12	0.0002
edge	10	13	12	0.0002
edge	10	14	10	0.0002
edge	10	16	14	0.0002
edge	10	17	11	0.0002
edge	10	18	11	0.0002
edge	10	21	11	0.0002
edge	10	22	14	0.0002
edge	10	23	10	0.0002
edge	10	25	10	0.0002
edge	11	12	11	0.0002
edge	11	15	14	0.0002
edge	11	24	12	0.0002
edge	11	25	14	0.0002
edge	11	29	10	0.0002
edge	12	15	10	0.0002
edge	12	16	11	0.0002
edge	12	17	11	0.0002
edge	12	22	10	0.0002
edge	12	29	12	0.0002
edge	13	15	14	0.0002
edge	13	17	14	0.0002
edge	13	21	10	0.0002
edge	13	22	12	0.0002
edge	13	24	12	0.0002
edge	13	26	11	0.0002
edge	13	29	11	0.0002
edge	14	16	11	0.0002
edge	14	19	14	0.0002
edge	14	21	10	0.0002
edge	14	23	11	0.0002
edge	14	25	14	0.0002
edge	14	27	12	0.0002
edge	14	28	10	0.0002
edge	15	17	14	0.0002
edge	15	22	12	0.0002
edge	15	24	10	0.0002
edge	15	26	14	0.0002
edge	15	29	10	0.0002
edge	16	18	14	0.0002
edge	16	23	14	0.0002
edge	16	24	14	0.0002
edge	16	27	14	0.0002
edge	16	29	13	0.0002
edge	17	27	11	0.0002
edge	17	28	12	0.0002
edge	18	21	10	0.0002
edge	18	23	11	0.0002
edge	18	24	10	0.0002
edge	18	28	12	0.0002
edge	18	29	10	0.0002
edge	19	21	13	0.0002
edge	19	22	13	0.0002
edge	19	24	10	0.0002
edge	19	25	12	0.0002
edge	19	27	10	0.0002
edge	19	29	13	0.0002
edge	20	23	13	0.0002
edge	20	24	10	0.0002
edge	20	28	12	0.0002
edge	21	23	10	0.0002
edge	22	23	13	0.0002
edge	22	24	13	0.0002
edge	22	26	14	0.0002
edge	22	29	13	0.0002
edge	23	25	10	0.0002
edge	24	25	14	0.0002
edge	24	26	11	0.0002
